MATRICULA,NOME,REPROVACOES_DE,REPROVACOES_EM,REPROVACOES_MF,REPROVACOES_GO,NOTA_DE,NOTA_EM,NOTA_MF,NOTA_GO,INGLES,H_AULA_PRES,TAREFAS_ONLINE,FALTAS,PERFIL
328852,Josiane Cibele Ceyrnin,0,0,0,0,5.7,5.6,5.8,5.7,1.0,8,3,5,EXATAS
106318,Laerte de Meireles,1,1,1,3,0.0,0.0,0.0,0.0,,5,4,5,DIFICULDADE
985038,Joel Ijuson,1,1,3,1,0.0,0.0,0.0,0.0,,2,5,3,DIFICULDADE
994563,Eliane Maciel,0,0,0,0,6.4,5.3,6.6,6.0,1.0,0,5,4,HUMANAS
313115,Quênia do Nascimento dos Santos Roiuvic,0,0,0,0,5.9,6.0,5.0,4.8,0.0,2,4,4,DIFICULDADE
344720,Eunice Heloísa Shibe de Cerqueira dos Santos,0,0,0,0,7.8,7.7,9.3,7.8,1.0,7,5,3,MUITO_BOM
194575,Leonara de Lemos da Silva,1,1,1,1,0.0,0.0,0.0,0.0,,2,2,3,DIFICULDADE
847898,Victor Paulo Humproman,0,0,0,0,5.0,4.7,5.1,5.8,0.0,5,0,3,DIFICULDADE
247646,Marciano Oliver de Drummond,0,0,0,0,5.7,5.3,5.6,5.2,,5,3,3,DIFICULDADE
354581,Renato Breno Bladi Júnior,0,0,0,0,6.5,6.1,5.0,,1.0,4,4,2,EXATAS
874787,Bete de Linhares,0,0,0,0,6.5,5.0,6.3,5.0,0.0,3,4,4,EXATAS
401169,Sebastião Emílio Giribahe de Osório,0,0,0,0,5.6,5.2,6.2,4.7,0.0,16,7,3,EXATAS
510278,Nivaldo de Madureira Afuha,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,0,7,DIFICULDADE
606291,Breno de Simões Idoueson Eha,0,0,0,0,6.6,6.1,7.6,6.1,,2,1,3,HUMANAS
982293,Max Artur Weiss Ioales,0,0,0,0,5.6,4.7,5.9,5.8,,2,2,6,EXATAS
535650,Vânia Rosa Rodrigues,1,3,3,1,0.0,0.0,0.0,0.0,1.0,4,2,6,DIFICULDADE
502090,Guiomar Maria Seixas da Lira de Abreu,1,3,3,3,0.0,0.0,0.0,,1.0,4,2,6,DIFICULDADE
988568,Aldo Oprelvic,0,0,0,0,6.2,6.7,5.7,5.9,1.0,3,4,8,EXATAS
316571,Maria Sônia Becezão Azyzer Coier,0,0,0,0,5.8,6.1,5.7,5.0,,0,2,6,EXATAS
483686,Jair Albino Eui de Garcia,0,0,0,0,4.8,5.8,5.1,4.9,1.0,3,3,4,EXATAS
606743,Jandira Edilene de Siqueira,0,0,0,0,5.7,4.5,5.6,5.5,1.0,3,4,4,DIFICULDADE
634329,Diego Ieão,1,1,1,1,0.0,0.0,0.0,0.0,0.0,2,2,3,DIFICULDADE
602402,Elano de Morais da Silva do Amazonas,0,0,0,0,6.2,4.9,5.3,5.2,0.0,2,2,4,DIFICULDADE
328331,Edilene Catarina da Conceição,1,3,1,1,0.0,0.0,0.0,0.0,1.0,10,3,2,DIFICULDADE
492490,Ali Jean de Medeiros Jardim Oreshanov,0,0,0,0,6.6,6.9,6.8,,1.0,15,5,2,HUMANAS
935935,Magali Hatoni,0,0,0,0,6.5,5.6,4.7,5.7,1.0,4,5,6,DIFICULDADE
644187,Micael Gilson de Cabral Pycaz,0,0,0,0,6.0,5.5,5.3,5.1,0.0,4,0,3,DIFICULDADE
879161,Amélia Quitéria de Magalhães Epaly,3,1,1,3,0.0,0.0,0.0,0.0,1.0,2,4,5,DIFICULDADE
494698,Eustáquio Gao,0,0,3,1,6.5,5.1,0.0,0.0,1.0,2,2,6,DIFICULDADE
810935,Ismael Daniel da Mata Safean,0,0,0,0,6.6,6.8,6.1,6.4,1.0,1,5,3,EXATAS
877671,Vera Jaxoen de Bueno,0,0,0,0,6.3,5.9,4.9,5.9,,6,4,5,EXATAS
842256,Domingos Fred Oateorn de Cardozo,0,0,0,0,5.6,4.9,6.5,5.1,1.0,1,2,6,EXATAS
936499,Antônio de Holanda,0,0,0,0,6.1,5.5,4.7,5.6,1.0,2,2,4,DIFICULDADE
317602,Denis Otaviano Dani Júnior,0,0,0,0,6.0,5.2,6.3,5.7,1.0,3,2,8,EXATAS
455306,Chico de Rezende,0,0,0,0,6.2,6.6,7.2,4.6,0.0,6,5,3,DIFICULDADE
507761,Hilton de Matos Trepo,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,2,6,DIFICULDADE
975047,Wesley Baozalman,0,0,0,0,4.8,5.1,5.4,5.7,1.0,2,5,3,DIFICULDADE
737144,Romildo Estrada,0,0,0,0,6.8,7.2,8.1,7.2,0.0,22,7,2,EXCELENTE
859387,Marina Dutra,0,0,0,0,6.2,6.1,5.3,5.7,1.0,3,0,8,EXATAS
709025,Bernardo Ayrton de Almeida do Rio,0,0,0,0,7.4,7.3,7.6,,0.0,13,4,3,HUMANAS
638230,Itamara de Souza Frias,0,0,0,0,6.1,5.5,8.1,,,3,2,6,HUMANAS
505214,Jonas de Menezes,0,0,0,0,6.9,6.7,5.9,5.8,1.0,2,5,5,EXATAS
714548,Lina das Neves de Fernandes,0,0,0,0,6.0,6.7,5.7,,1.0,5,5,3,EXATAS
860592,Emílio Batista de Lacerda Obernoan,0,0,0,0,6.3,5.7,6.7,5.2,1.0,3,4,4,MUITO_BOM
517708,Damião Frederico Osnezeon Cavalcante,1,1,1,1,0.0,0.0,0.0,0.0,,5,2,6,DIFICULDADE
130336,André Erny,0,0,0,0,7.1,6.7,6.2,7.0,0.0,3,5,3,EXATAS
223408,Ramon Mário Trao,0,0,0,0,5.5,4.5,6.1,5.0,1.0,4,3,8,DIFICULDADE
591035,Kevin Luan de Souza Marques Neto,0,0,0,0,6.3,6.7,8.6,7.4,1.0,0,5,3,HUMANAS
916870,Aldo Fernando de Barbosa Toazman,0,0,0,0,6.2,5.3,6.1,,0.0,9,0,2,EXATAS
593738,Célia Wilma do Amaral,0,0,1,1,5.9,5.1,0.0,,1.0,7,5,3,DIFICULDADE
492682,Humberto de Machado,0,0,0,0,5.9,7.2,4.9,5.2,1.0,1,2,6,EXATAS
227579,Roger Gustavo Bahia de Leite,0,0,1,1,7.1,6.8,0.0,0.0,,5,6,2,DIFICULDADE
226899,Tatiana Salclil,3,1,1,1,0.0,0.0,0.0,0.0,,2,2,6,DIFICULDADE
244113,Táles Benedito de Sá dos Santos,0,0,0,0,7.2,7.4,7.9,,1.0,4,5,5,MUITO_BOM
892322,Fabiana de Lemos,0,0,0,0,6.4,6.4,5.3,5.2,1.0,3,2,6,EXATAS
991608,Ricardo de Albuquerque Nza,0,0,0,0,6.4,6.3,4.6,5.5,1.0,1,0,8,EXATAS
792788,Eleonora de Ortega,0,0,0,0,5.8,6.2,5.2,6.0,1.0,2,1,7,EXATAS
185729,Suely Meire da Silva Bisen,1,1,1,1,0.0,0.0,0.0,0.0,,6,6,2,DIFICULDADE
980625,Tatiane da Silva dos Santos,0,0,0,0,5.2,5.7,5.6,5.5,1.0,4,2,6,DIFICULDADE
814736,Catarina Jide,0,0,0,0,5.9,5.4,6.3,,1.0,3,0,6,EXATAS
791958,Kátia Ewa,0,0,0,0,5.9,5.3,5.7,5.6,0.0,7,4,7,EXATAS
327361,Arthur de Oliveira do Maranhão,0,0,0,0,6.8,7.1,5.1,5.6,1.0,2,2,5,EXATAS
258509,Martin Mineiro Crurnpaman das Neves,0,0,0,0,4.6,4.9,5.7,4.7,1.0,5,5,2,DIFICULDADE
104143,Anne Larissa de Oliveira da Serra,0,0,0,0,6.1,5.8,6.5,5.7,1.0,5,2,5,EXATAS
632537,Alexandre Jack Preto Guerra,0,0,0,0,6.1,5.3,5.1,5.2,1.0,2,1,7,EXATAS
396212,Lívia Karin Ridochina Conym,0,0,0,0,6.9,6.6,4.9,6.4,1.0,5,6,2,EXATAS
349933,Manoel Odyoneov Goiov,0,0,0,0,5.9,6.2,5.3,6.5,1.0,3,3,5,EXATAS
334007,Junior Syritas Neto,0,0,0,0,7.0,6.2,6.3,5.2,,6,5,3,EXATAS
910685,Ana de Fonseca da Nóbrega,0,0,0,0,6.8,6.4,5.5,5.2,,15,5,3,EXATAS
649251,Orlando Elias do Maranhão de Cardoso,0,0,0,0,5.4,6.0,5.4,4.6,0.0,8,5,3,DIFICULDADE
144485,Aline Poliana de Vasconcelos,0,0,0,0,5.8,5.0,7.6,4.7,1.0,5,5,3,DIFICULDADE
423031,Ana de Palhares,0,0,0,0,7.5,7.4,7.1,7.5,1.0,17,5,2,EXCELENTE
906930,Luciana Hellen Pimenta de Ayres,0,0,0,0,7.4,7.9,7.4,7.0,0.0,17,5,1,MUITO_BOM
922134,Gilmara Jaqueline Emtaer,0,0,0,0,5.7,5.2,7.5,5.1,1.0,5,5,3,HUMANAS
350063,Dante Geraldo de Santo Antônio,0,0,0,0,6.8,6.8,4.9,5.6,0.0,1,2,2,EXATAS
803335,Carla de Machado Wanikibi,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,2,5,DIFICULDADE
961489,Ronaldo de Holanda,3,1,1,1,0.0,0.0,0.0,0.0,1.0,2,2,6,DIFICULDADE
809450,Hugo de Souza Azmissozcho da Paraíba,0,0,0,0,7.0,6.8,5.5,6.6,0.0,9,5,5,EXATAS
559191,Nilton Mário de Farias Ozdia,0,0,0,0,7.3,7.0,6.4,5.8,1.0,3,0,4,EXATAS
941424,Dionísio Ademar da Silva,3,1,1,1,0.0,0.0,0.0,0.0,0.0,9,6,4,DIFICULDADE
732623,Simão de Salvador,0,0,0,0,5.2,4.7,4.7,5.1,1.0,1,2,5,DIFICULDADE
530739,Ana Edilene Werner,0,0,0,0,5.6,5.8,5.6,5.0,0.0,4,1,6,EXATAS
910111,Érica Bianca de Mello,0,0,0,0,7.2,7.9,7.6,7.3,1.0,13,6,2,HUMANAS
133207,Valter Menovic Júnior,0,0,0,0,5.5,6.9,4.9,4.9,1.0,2,2,6,DIFICULDADE
411316,Isaiane Hozadesa Narilão,0,0,0,0,5.9,6.6,4.8,5.1,0.0,2,3,4,EXATAS
865869,Susan Adrielle de Brito,0,0,0,0,7.0,7.5,8.0,6.3,1.0,9,2,4,HUMANAS
246637,Vanessa Ediane dos Santos,3,1,1,1,0.0,0.0,0.0,0.0,1.0,4,5,2,DIFICULDADE
316083,Vanessa Roda,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,0,8,DIFICULDADE
438178,Jacinto Túlio de Diniz da Graça Neto,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,0,6,DIFICULDADE
479118,Isabela de Souza do Amazonas,0,0,0,0,6.8,7.2,5.4,4.5,0.0,3,0,1,EXATAS
924774,Orlando de Novais,0,0,0,0,7.2,7.2,8.1,6.2,1.0,9,3,4,HUMANAS
528759,Vanda Quésia Orarnoern,0,0,0,0,6.3,6.1,5.1,4.9,1.0,7,5,3,EXATAS
735169,Elizabete de Angola,1,1,1,1,0.0,0.0,0.0,0.0,1.0,1,2,6,DIFICULDADE
819163,Arthur Maopu Freire de Diniz,0,0,0,0,5.4,5.8,6.1,4.6,0.0,11,5,6,EXATAS
221494,Luzia da Silva,1,3,1,1,0.0,0.0,0.0,0.0,1.0,3,2,3,DIFICULDADE
215853,Filipe Covais de Junqueira,0,0,0,0,5.6,4.8,5.0,5.1,1.0,3,2,6,EXATAS
651779,Marcos de Alves Urnem,0,0,0,0,6.6,7.1,6.9,5.6,1.0,9,2,6,HUMANAS
896136,Bernardo Bifu da Paixão de Monteiro,0,0,0,0,6.2,6.3,5.0,6.1,,6,2,6,DIFICULDADE
587775,Wilma Flaviana Castelo,0,0,0,0,5.7,5.5,5.6,5.5,0.0,4,0,4,EXATAS
172010,Gilson de Pereira,0,0,0,0,6.7,7.5,8.1,7.1,0.0,16,6,3,HUMANAS
427185,Gisele Valverde Roguo,0,0,1,1,7.6,6.9,0.0,0.0,1.0,8,0,5,DIFICULDADE
320405,Josilda de Machado,0,0,0,0,5.9,6.0,5.2,4.5,1.0,6,3,3,EXATAS
877666,Quênia Zulmira Weber,0,0,0,0,6.5,5.9,5.3,,1.0,12,0,8,EXATAS
358576,Michele da Silva,1,1,1,3,0.0,0.0,0.0,0.0,0.0,0,4,4,DIFICULDADE
184472,Edinaldo Ali de Sales,0,0,0,0,7.2,7.1,7.6,6.3,0.0,7,2,6,HUMANAS
379079,Altino Aurélio de Souza Loshaov,0,0,0,0,7.8,7.6,7.9,7.7,0.0,5,6,3,MUITO_BOM
878049,Quirino dos Reis,1,1,1,1,0.0,0.0,0.0,,1.0,3,2,6,DIFICULDADE
527654,Mirian Mercado,0,0,0,0,7.5,8.0,9.6,,0.0,24,6,2,EXCELENTE
405028,Aloísio Weber de Magalhães,0,0,0,0,6.5,4.8,5.2,5.9,1.0,5,2,7,EXATAS
218849,Junior de Paranhos Sugiernão,0,0,0,0,6.6,6.7,4.5,5.9,,2,5,4,DIFICULDADE
744493,Bartolomeu de Santana,0,0,0,0,7.1,7.5,6.2,6.7,1.0,5,3,5,EXATAS
136703,Adílson da Silva,0,0,0,0,6.9,5.9,5.1,5.3,1.0,5,5,4,EXATAS
618460,Rafael Marinho de Alvim,1,1,1,1,0.0,0.0,0.0,,,2,2,7,DIFICULDADE
507674,Jeniffer de Sá,1,1,1,1,0.0,0.0,0.0,0.0,,6,2,2,DIFICULDADE
346361,Isaías Rivaldo de Amorim,1,1,1,3,0.0,0.0,0.0,0.0,1.0,3,0,8,DIFICULDADE
318535,Janete Grekeman,0,0,0,0,7.0,7.4,5.3,5.7,1.0,5,2,5,EXATAS
656743,Sílvio Jeferson de Melo,0,0,0,0,6.1,5.4,5.3,4.8,1.0,2,5,3,EXATAS
710969,Ariel de Paranhos da Silva,1,1,1,1,0.0,0.0,0.0,0.0,,5,5,4,DIFICULDADE
282442,Sérgio de Oliveira,0,0,0,0,6.6,6.1,5.1,,0.0,3,3,4,EXATAS
879314,Dina Flávia Tristão,0,0,0,0,6.8,6.8,7.8,5.9,0.0,5,2,5,HUMANAS
873784,Eliane Walderice de Pereira,0,0,0,0,7.1,6.9,6.3,6.8,0.0,18,6,3,EXATAS
131500,Ricardo de Oliva,0,0,0,0,6.1,5.4,5.6,5.6,,0,0,6,DIFICULDADE
657349,Anne Carla Keo,1,1,1,1,0.0,0.0,0.0,0.0,0.0,8,2,5,DIFICULDADE
345897,Dionísio Michel Asemo Valverde,0,0,0,0,7.7,7.9,9.5,7.9,1.0,8,5,3,EXCELENTE
443304,Clara Nair Asettucem,0,0,0,0,6.9,5.8,7.0,,0.0,3,0,3,HUMANAS
151395,Hilton Borba de Alvim,0,0,1,1,6.9,6.6,0.0,0.0,1.0,3,5,3,DIFICULDADE
741588,Edilene de Souza Nerete,0,0,0,0,8.0,7.0,8.6,7.0,0.0,6,6,2,MUITO_BOM
676573,Sâmia Liane Ogracin Brolurnasche,0,0,0,0,5.5,5.2,5.2,5.4,0.0,12,5,3,EXATAS
378901,Arilda Eloá da Silva de Barbosa,0,0,0,0,5.9,7.0,5.5,5.2,0.0,10,2,6,EXATAS
700795,Manoel Altair Ximenes,0,0,0,0,6.1,7.2,7.7,6.9,0.0,7,5,3,MUITO_BOM
877240,Fernanda Wilma de Souza dos Santos,0,0,0,0,6.3,6.3,5.0,5.5,1.0,2,2,5,EXATAS
995297,Ivone Lena Nomarnov,0,0,0,0,6.6,6.3,5.4,5.6,1.0,4,4,6,EXATAS
240196,Avelino Cofrozzamman Pato,0,0,0,0,7.5,7.6,6.6,7.3,,8,3,3,EXATAS
898364,Otaviano de Azevedo,0,0,0,0,6.2,6.5,5.2,5.9,1.0,4,1,7,EXATAS
360370,Luzimara Marielle Shichi Umaibraer,1,3,3,3,0.0,0.0,0.0,0.0,1.0,2,2,5,DIFICULDADE
864043,Adriana Uenson Pigote,0,0,0,0,4.8,5.3,5.1,,1.0,2,0,8,DIFICULDADE
455997,Francielle da Silva,0,0,0,0,6.8,6.6,6.5,,1.0,5,5,5,EXATAS
412751,Paula Oemie,0,0,0,0,5.9,5.7,4.6,4.5,1.0,5,5,3,EXATAS
290023,Velma de Azevedo,0,0,0,0,6.1,6.2,4.7,5.5,1.0,4,2,6,EXATAS
645079,Felícia Espada Gomes,0,0,0,0,6.6,6.9,5.3,,1.0,7,2,6,EXATAS
555872,Danilo Fragoso,0,0,0,0,6.0,6.1,5.7,,1.0,3,5,4,EXATAS
858522,Cleuza Arlete de Trindade Eagu,0,0,0,0,6.1,6.4,5.5,5.0,1.0,2,2,5,EXATAS
737772,Aécio Alexandre da Silva,0,0,0,0,7.1,7.3,7.1,6.9,,2,2,6,HUMANAS
874100,Simone Vephyman de Matos,1,3,1,1,0.0,0.0,0.0,0.0,1.0,5,4,3,DIFICULDADE
164971,Abigail de Pascoal,0,0,0,0,7.0,7.9,8.4,7.2,0.0,14,6,2,MUITO_BOM
833924,Everaldo Wellington dos Santos de Moura Poma,0,0,0,0,6.3,4.4,4.6,5.8,0.0,2,5,4,EXATAS
751476,Edinaldo João de Vargas Ribeiro Portugal,1,1,3,1,0.0,0.0,0.0,0.0,1.0,4,2,5,DIFICULDADE
173971,Otávio da Silva,1,1,1,1,0.0,0.0,0.0,0.0,,5,2,5,DIFICULDADE
701762,Marielle Ulnne,0,0,0,0,6.3,6.3,6.6,,,7,2,6,EXATAS
168183,Maria Dilma do Amaral de Castro Azeomis,0,0,0,0,6.3,5.0,7.3,5.6,0.0,5,6,3,HUMANAS
222440,Evelyn Bete Vletirn de Miranda Terceiro,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,4,4,DIFICULDADE
881465,Davi da Mata de São Pedro,0,0,0,0,7.2,6.9,8.1,,0.0,3,4,3,EXCELENTE
409149,Leopoldo de Munhoz,0,0,0,0,5.7,5.5,4.7,5.6,1.0,4,5,4,EXATAS
654098,Arilda Mirela de Lemes,0,0,0,0,6.2,6.4,6.1,5.7,0.0,4,5,3,EXATAS
101908,Otávio Beto de Farias dos Santos Nisha,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,5,3,DIFICULDADE
804923,Elias de Pereira Frias Onoião,0,0,0,0,6.0,5.5,5.6,5.0,,13,5,3,EXATAS
468700,Lígia da Silva Suqua,0,0,0,0,6.1,7.1,5.3,5.5,0.0,7,4,3,EXATAS
734738,Romildo Asdrifo Oirnov Júnior,0,0,0,0,6.8,5.7,5.2,6.2,,2,2,5,EXATAS
416765,Nayara de Bueno Fortes,0,0,0,0,6.2,5.7,6.2,5.6,1.0,2,3,5,EXATAS
628248,Renato Azison Hagrern,0,0,1,1,6.3,6.5,0.0,0.0,1.0,11,2,2,DIFICULDADE
226394,Orlando Cícero da Mata,0,0,0,0,6.8,6.8,4.8,4.7,1.0,5,3,5,EXATAS
590322,Milene Estrada,0,0,0,0,6.5,7.0,4.9,,,5,2,6,EXATAS
529965,Celeste Anna de Oliveira,0,0,0,0,6.4,6.6,5.4,,1.0,2,3,3,EXATAS
776710,Saulo Flávio dos Reis de Pacheco,0,0,0,0,5.9,5.4,5.3,5.2,1.0,3,1,4,DIFICULDADE
852002,Walderice Nayara de Morais,3,1,3,1,0.0,0.0,0.0,0.0,1.0,1,2,4,DIFICULDADE
968358,Eleriane Danielle de Cabral,0,0,0,0,6.1,5.3,5.0,5.0,,5,4,4,EXATAS
314306,Marielle Aparecida Gomes de Sá,0,0,0,0,5.2,4.7,7.0,5.2,,3,2,7,HUMANAS
265044,Bete Dilma de Munhoz,0,0,0,0,7.0,6.9,9.2,,0.0,18,6,2,HUMANAS
198048,Ney de Britto,0,0,0,0,6.7,6.9,7.7,5.9,1.0,8,5,3,HUMANAS
472679,Xerxes Toninho dos Santos de Souza,0,0,0,0,7.2,7.4,7.7,6.5,1.0,2,3,3,HUMANAS
811210,Anne Telma Gomes,0,0,0,0,6.4,6.2,6.4,5.7,1.0,5,5,4,EXATAS
102537,Luiza Eloe,0,0,0,0,5.0,4.9,5.9,4.2,0.0,5,4,4,EXATAS
127895,Ana Camila de Souza Couto,0,0,0,0,6.5,6.3,5.4,5.4,0.0,2,4,4,EXATAS
256972,Charlene de Oliveira dos Santos,0,0,0,0,6.6,5.5,6.5,6.2,1.0,3,5,3,EXATAS
764386,Everton Jorge Mosamã Júnior,0,0,0,0,7.0,6.7,4.7,4.7,1.0,3,3,5,EXATAS
210737,Washington Jesus Pinhão Iclilvic dos Santos Júnior,0,0,0,0,6.9,6.4,5.6,6.6,0.0,3,5,3,MUITO_BOM
169139,Bárbara da Silva de Andrade,0,0,0,0,6.5,4.6,7.5,6.2,1.0,5,0,3,HUMANAS
414881,Bernadete Denise Rodrigues,3,3,1,1,0.0,0.0,0.0,0.0,1.0,2,2,6,DIFICULDADE
517787,Armando Ezuzan de Figueiredo da Rocha,1,1,1,1,0.0,0.0,0.0,0.0,0.0,11,4,4,DIFICULDADE
453442,Alfredo Luan de Souza,0,0,0,0,6.4,4.8,7.6,5.0,,4,5,4,HUMANAS
802019,Laura Flávia Mornshoz,0,0,0,0,4.4,4.8,5.7,4.3,1.0,2,1,7,DIFICULDADE
292599,Jairo Usym Hinyaso,0,0,3,1,4.1,5.4,0.0,,1.0,3,3,3,DIFICULDADE
702997,Cauê Batista Assiere Pionus,0,0,0,0,6.4,5.4,4.6,,1.0,3,0,3,DIFICULDADE
878680,Otávia de Souza,0,0,0,0,6.9,5.1,6.7,6.0,,5,3,5,HUMANAS
482409,Maria Luiza Portugal,0,0,1,1,5.2,5.7,0.0,0.0,,3,4,3,DIFICULDADE
711024,Juliano Ricardo da Lira,0,0,0,0,6.8,6.9,5.7,6.0,1.0,6,5,3,EXATAS
277747,Susan Maíra Mearn,0,0,0,0,6.6,6.3,5.9,4.8,1.0,2,0,3,EXATAS
501948,Altair Oséas Jardim,0,0,0,0,6.9,6.4,5.0,5.6,1.0,4,4,2,EXATAS
821448,Estevão Nelson de Melo Nago,0,0,0,0,8.2,8.9,10.2,8.7,,25,7,1,EXCELENTE
662221,Lilian Iedi Irin,0,0,0,0,5.6,5.7,5.8,4.9,,9,2,6,EXATAS
969472,Cármen Dina Pimenta de Paiva,0,0,0,0,5.8,5.9,5.7,5.5,1.0,2,3,5,EXATAS
426315,Valter Jair de Barbosa,3,1,1,1,0.0,0.0,0.0,0.0,1.0,9,4,3,DIFICULDADE
109774,Luke Shezezov,0,0,0,0,5.4,5.0,6.5,5.1,1.0,2,2,6,EXATAS
608401,Sérgio Cavalcante da Silva,0,0,0,0,5.8,5.5,4.8,4.6,,3,2,6,EXATAS
321622,Daniela Milene de Teixeira,0,0,0,0,6.8,7.1,9.1,,0.0,11,5,2,MUITO_BOM
178646,Elias Tomáz de Lins da Paz,0,0,0,0,5.5,5.6,6.1,5.9,1.0,2,2,4,EXATAS
628277,Lúcia Samara Guedes,0,0,0,0,6.0,4.9,5.8,5.2,0.0,3,3,4,DIFICULDADE
903852,Luiz Walter de Queiroz,0,0,0,0,6.3,5.6,5.6,5.7,1.0,3,0,6,DIFICULDADE
460429,Verônica Selma dos Santos Igietirnã,0,0,1,1,4.5,4.2,0.0,0.0,1.0,5,0,8,DIFICULDADE
707224,Juliano de Magalhães Pinhão,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,3,5,DIFICULDADE
361257,Jenny Valdirene Pimenta d'Ávila,0,0,0,0,5.4,5.8,5.6,5.1,1.0,4,0,8,DIFICULDADE
834098,Jonas da Mata Ornce Júnior,0,0,0,0,6.2,6.3,7.4,5.6,1.0,2,3,5,HUMANAS
534540,Cleuza Schneider da Silva Bolin,0,0,3,1,6.9,6.3,0.0,0.0,0.0,5,5,3,EXATAS
275923,Luzinete Doechire,0,0,0,0,5.6,5.7,6.2,6.0,1.0,5,3,4,EXATAS
752120,Albano Israel Klein Souto,0,0,0,0,6.8,7.0,6.9,6.8,1.0,5,2,3,HUMANAS
524108,Mara Eulália Câmara de Souza,0,0,0,0,6.7,6.0,5.2,6.3,0.0,13,2,6,EXATAS
106349,Felícia de Barbosa,0,0,0,0,5.6,4.3,5.2,,,3,2,5,EXATAS
436214,Eric Nurno de Oliva Terceiro,1,1,3,3,0.0,0.0,0.0,,1.0,2,3,5,DIFICULDADE
804311,Carla Daniela da Silva,0,0,0,0,6.6,6.3,5.9,5.4,1.0,3,5,3,EXATAS
779575,Eloá de Araújo,0,0,0,0,6.9,7.0,7.3,5.9,0.0,3,2,4,MUITO_BOM
526059,Jussara Aline de Farias da Silva,3,1,1,1,0.0,0.0,0.0,0.0,0.0,5,4,4,DIFICULDADE
396474,Priscila Vívian Ilza,0,0,0,0,7.3,7.3,5.3,5.7,1.0,8,6,3,EXATAS
875909,Joaquim Espada,0,0,0,0,7.4,6.6,6.8,5.7,1.0,3,3,4,HUMANAS
955750,Elizabete Kelly da Silva Ogavic,0,0,1,1,5.4,6.9,0.0,0.0,0.0,2,5,2,DIFICULDADE
415008,Maria Sara de Uchôa,0,0,0,0,6.5,6.8,7.7,6.2,1.0,3,5,3,HUMANAS
988760,Diego dos Reis Tisena Geião,0,0,0,0,7.1,7.3,5.2,7.2,1.0,12,2,1,EXATAS
603540,Camila Elisete Milani de Souza,0,0,0,0,6.6,6.1,4.9,5.8,,5,3,5,EXATAS
218727,Eloá da Silva Hayu,0,0,1,1,5.2,5.3,0.0,,0.0,5,2,3,DIFICULDADE
623766,Anna de Almeida,1,1,1,1,0.0,0.0,0.0,,1.0,2,5,7,DIFICULDADE
119680,Gigi Érica da Silva dos Santos,1,3,1,1,0.0,0.0,0.0,,1.0,2,1,6,DIFICULDADE
117618,Vera Érica Tsuzopo Milani,1,1,1,1,0.0,0.0,0.0,0.0,0.0,2,1,7,DIFICULDADE
660353,Leni de Espanha,0,0,0,0,5.9,5.4,5.7,4.3,1.0,7,5,5,EXATAS
275650,Mirela Genir Dega,0,0,0,0,6.5,6.7,4.7,,0.0,4,5,8,EXATAS
887706,Lucas de Leão,1,1,1,1,0.0,0.0,0.0,0.0,0.0,4,0,2,DIFICULDADE
602127,Valquíria de Oliveira da Silva,1,3,1,3,0.0,0.0,0.0,0.0,1.0,2,5,6,DIFICULDADE
567314,Lucas Severino da Gama de Alvim,0,0,0,0,7.0,7.1,8.1,7.1,0.0,13,4,2,EXCELENTE
523920,Junior Sebastião de Souza Genscefi Júnior,0,0,0,0,7.0,6.6,5.0,5.1,1.0,2,5,5,EXATAS
263863,Sâmia Jardim,0,0,0,0,5.1,4.3,5.2,5.1,1.0,2,2,6,DIFICULDADE
916522,Lucas dos Santos,0,0,0,0,4.4,0.0,5.7,,1.0,9,1,6,DIFICULDADE
761354,Jussara Ados,0,0,0,0,7.1,6.2,6.9,,,3,4,4,HUMANAS
808476,Fernanda de Arantes,0,0,1,3,5.9,5.8,0.0,0.0,1.0,2,3,5,DIFICULDADE
622672,Fagner de Peres Toeji Ozfuson,0,0,0,0,6.5,6.1,5.6,6.4,1.0,3,1,7,EXATAS
163234,André da Silva,1,1,1,1,0.0,0.0,0.0,0.0,0.0,7,5,3,DIFICULDADE
878198,Sônia Duque,0,0,0,0,5.6,5.4,4.9,5.6,0.0,3,2,6,DIFICULDADE
606361,Janete da Silva,0,0,0,0,5.5,4.7,5.2,5.8,1.0,3,3,5,EXATAS
867905,Paulo Sérgio Rasi de Barbosa,0,0,0,0,5.5,4.1,6.4,5.8,1.0,6,2,4,EXATAS
462648,Rita Marina dos Santos,0,0,0,0,6.2,6.0,5.9,5.8,1.0,5,5,3,EXATAS
439830,Magali Celeste Dias,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1,2,6,DIFICULDADE
699150,Luzinete de Mendonça,0,0,0,0,6.6,7.2,7.3,6.6,,9,5,2,HUMANAS
309130,Altair de Andrade,0,0,0,0,6.2,6.2,6.3,,,4,3,5,EXATAS
